2014,AL,715,14.491
2014,AK,167,22.056
2014,AZ,1244,18.014
2014,AR,515,17.27
2014,CA,4214,10.531
2014,CO,1083,19.861
2014,CT,379,9.784
2014,DE,126,13.162
2014,FL,3035,13.88
2014,GA,1295,12.641
2014,HI,204,13.786
2014,ID,320,20.035
2014,IL,1398,10.455
2014,IN,948,14.277
2014,IA,407,12.907
2014,KS,455,15.737
2014,KY,728,15.958
2014,LA,679,14.313
2014,ME,220,15.653
2014,MD,606,9.799
2014,MA,596,8.233
2014,MI,1354,13.277
2014,MN,686,12.245
2014,MS,380,12.5
2014,MO,1017,16.327
2014,MT,251,23.913
2014,NE,251,13.396
2014,NV,573,19.556
2014,NH,247,17.822
2014,NJ,786,8.341
2014,NM,449,21.015
2014,NY,1700,8.115
2014,NC,1352,13.052
2014,ND,137,17.774
2014,OH,1491,12.554
2014,OK,736,19.085
2014,OR,782,18.62
2014,PA,1817,13.297
2014,RI,113,10.06
2014,SC,753,15.157
2014,SD,141,17.061
2014,TN,997,14.791
2014,TX,3254,12.192
2014,UT,559,20.536
2014,VT,124,18.738
2014,VA,1123,12.889
2014,WA,1119,15.239
2014,WV,359,18.069
2014,WI,769,13.091
2014,WY,120,20.635
2015,AL,750,14.918
2015,AK,201,26.865
2015,AZ,1276,18.211
2015,AR,577,19.101
2015,CA,4167,10.271
2015,CO,1093,19.491
2015,CT,384,9.854
2015,DE,122,12.589
2015,FL,3205,14.416
2015,GA,1317,12.697
2015,HI,201,13.536
2015,ID,359,22.127
2015,IL,1363,10.295
2015,IN,960,14.4
2015,IA,433,13.893
2015,KS,477,16.283
2015,KY,776,17.081
2015,LA,722,15.227
2015,ME,235,16.009
2015,MD,553,8.784
2015,MA,642,8.901
2015,MI,1410,13.816
2015,MN,730,13.194
2015,MS,431,14.029
2015,MO,1052,17.075
2015,MT,272,25.328
2015,NE,223,11.743
2015,NV,558,18.443
2015,NH,228,16.522
2015,NJ,789,8.306
2015,NM,500,23.745
2015,NY,1652,7.847
2015,NC,1406,13.421
2015,ND,124,17.457
2015,OH,1650,13.899
2015,OK,790,20.31
2015,OR,762,17.784
2015,PA,1894,13.985
2015,RI,127,11.22
2015,SC,742,14.835
2015,SD,173,20.443
2015,TN,1068,15.652
2015,TX,3403,12.473
2015,UT,630,22.359
2015,VT,103,14.801
2015,VA,1118,12.702
2015,WA,1137,15.406
2015,WV,340,17.445
2015,WI,877,14.668
2015,WY,157,28.002
2016,AL,788,15.656
2016,AK,193,25.789
2016,AZ,1271,17.658
2016,AR,555,18.195
2016,CA,4294,10.537
2016,CO,1168,20.483
2016,CT,397,10.111
2016,DE,119,11.477
2016,FL,3143,13.964
2016,GA,1409,13.329
2016,HI,174,12.064
2016,ID,351,21.391
2016,IL,1415,10.749
2016,IN,1034,15.376
2016,IA,451,14.572
2016,KS,514,17.929
2016,KY,756,16.785
2016,LA,677,14.186
2016,ME,226,15.892
2016,MD,586,9.352
2016,MA,631,8.758
2016,MI,1364,13.287
2016,MN,745,13.192
2016,MS,383,12.677
2016,MO,1133,18.36
2016,MT,267,25.899
2016,NE,246,13.066
2016,NV,650,21.393
2016,NH,244,17.247
2016,NJ,687,7.201
2016,NM,471,22.489
2016,NY,1679,8.088
2016,NC,1373,13.021
2016,ND,140,18.993
2016,OH,1707,14.155
2016,OK,822,20.996
2016,OR,772,17.845
2016,PA,1970,14.677
2016,RI,126,11.192
2016,SC,815,15.703
2016,SD,163,20.213
2016,TN,1111,16.252
2016,TX,3488,12.584
2016,UT,620,21.811
2016,VT,118,17.28
2016,VA,1166,13.228
2016,WA,1141,14.896
2016,WV,362,19.302
2016,WI,866,14.671
2016,WY,144,25.244
2017,AL,836,16.628
2017,AK,200,27.014
2017,AZ,1327,18.158
2017,AR,631,20.8
2017,CA,4312,10.456
2017,CO,1181,20.339
2017,CT,405,10.512
2017,DE,112,11.629
2017,FL,3227,13.965
2017,GA,1451,13.594
2017,HI,227,15.178
2017,ID,392,23.168
2017,IL,1474,11.212
2017,IN,1092,16.33
2017,IA,479,15.04
2017,KS,553,19.131
2017,KY,770,16.92
2017,LA,720,15.225
2017,ME,274,18.874
2017,MD,630,9.847
2017,MA,682,9.456
2017,MI,1457,14.104
2017,MN,783,13.846
2017,MS,445,15.018
2017,MO,1151,18.487
2017,MT,311,28.943
2017,NE,275,14.679
2017,NV,627,20.285
2017,NH,265,18.898
2017,NJ,795,8.339
2017,NM,491,23.3
2017,NY,1696,8.12
2017,NC,1521,14.284
2017,ND,154,20.083
2017,OH,1740,14.807
2017,OK,756,19.129
2017,OR,825,18.998
2017,PA,2030,15.023
2017,RI,129,11.784
2017,SC,838,16.297
2017,SD,191,22.517
2017,TN,1166,16.783
2017,TX,3778,13.353
2017,UT,663,22.691
2017,VT,112,18.31
2017,VA,1179,13.35
2017,WA,1297,16.909
2017,WV,393,21.064
2017,WI,926,15.385
2017,WY,157,26.94
2018,AL,823,16.521
2018,AK,184,24.561
2018,AZ,1438,19.221
2018,AR,554,18.322
2018,CA,4491,10.86
2018,CO,1282,21.879
2018,CT,419,10.578
2018,DE,113,11.36
2018,FL,3567,15.15
2018,GA,1569,14.569
2018,HI,176,11.915
2018,ID,417,23.883
2018,IL,1488,11.332
2018,IN,1079,15.956
2018,IA,490,15.479
2018,KS,556,19.27
2018,KY,800,17.468
2018,LA,720,15.139
2018,ME,270,18.458
2018,MD,650,10.219
2018,MA,740,9.927
2018,MI,1548,15.045
2018,MN,739,13.128
2018,MS,421,13.754
2018,MO,1230,19.509
2018,MT,265,24.86
2018,NE,271,13.362
2018,NV,657,20.803
2018,NH,279,19.399
2018,NJ,778,8.289
2018,NM,536,24.953
2018,NY,1723,8.281
2018,NC,1494,13.741
2018,ND,147,19.181
2018,OH,1838,15.263
2018,OK,790,19.978
2018,OR,844,19.01
2018,PA,2014,14.87
2018,RI,106,9.536
2018,SC,811,15.446
2018,SD,167,19.294
2018,TN,1161,16.577
2018,TX,3930,13.673
2018,UT,665,22.229
2018,VT,125,18.802
2018,VA,1243,13.979
2018,WA,1252,15.897
2018,WV,395,21.239
2018,WI,888,14.795
2018,WY,147,25.229
2019,AL,804,16.256
2019,AK,210,28.515
2019,AZ,1419,18.673
2019,AR,548,17.969
2019,CA,4436,10.682
2019,CO,1312,22.063
2019,CT,435,11.358
2019,DE,111,11.274
2019,FL,3465,14.525
2019,GA,1585,14.642
2019,HI,224,15.54
2019,ID,365,20.385
2019,IL,1439,10.866
2019,IN,972,14.183
2019,IA,528,16.684
2019,KS,523,18.165
2019,KY,756,16.517
2019,LA,704,15.031
2019,ME,276,19.442
2019,MD,657,10.314
2019,MA,647,8.692
2019,MI,1472,14.281
2019,MN,830,14.408
2019,MS,436,14.403
2019,MO,1141,18.226
2019,MT,289,26.171
2019,NE,309,16.109
2019,NV,642,19.763
2019,NH,255,17.515
2019,NJ,762,8.025
2019,NM,513,24.023
2019,NY,1705,8.296
2019,NC,1358,12.531
2019,ND,136,18.135
2019,OH,1806,15.14
2019,OK,816,20.451
2019,OR,906,20.368
2019,PA,1896,14.063
2019,RI,123,10.657
2019,SC,852,16.181
2019,SD,182,20.926
2019,TN,1219,17.23
2019,TX,3891,13.407
2019,UT,654,21.198
2019,VT,110,15.994
2019,VA,1140,12.821
2019,WA,1263,15.88
2019,WV,330,18.486
2019,WI,845,13.975
2019,WY,170,29.331
2020,AL,793,15.961
2020,AK,204,27.462
2020,AZ,1363,17.648
2020,AR,583,19.048
2020,CA,4144,10.004
2020,CO,1302,21.534
2020,CT,364,9.333
2020,DE,124,12.28
2020,FL,3135,13.153
2020,GA,1491,13.702
2020,HI,184,12.909
2020,ID,419,23.207
2020,IL,1362,10.543
2020,IN,1024,15.042
2020,IA,552,17.976
2020,KS,531,18.378
2020,KY,801,17.684
2020,LA,642,13.74
2020,ME,234,16.368
2020,MD,585,9.232
2020,MA,618,8.401
2020,MI,1444,13.989
2020,MN,758,13.118
2020,MS,410,13.935
2020,MO,1125,18.225
2020,MT,300,26.069
2020,NE,283,14.891
2020,NV,603,18.226
2020,NH,234,16.393
2020,NJ,679,7.101
2020,NM,516,24.181
2020,NY,1642,8.031
2020,NC,1441,13.218
2020,ND,135,18.235
2020,OH,1644,13.757
2020,OK,869,21.89
2020,OR,833,18.287
2020,PA,1694,12.577
2020,RI,94,8.544
2020,SC,868,16.275
2020,SD,186,21.019
2020,TN,1220,17.206
2020,TX,3924,13.344
2020,UT,651,20.776
2020,VT,117,18.119
2020,VA,1202,13.466
2020,WA,1212,15.213
2020,WV,354,19.445
2020,WI,866,14.518
2020,WY,182,30.467
2021,AL,827,15.844
2021,AK,220,30.826
2021,AZ,1475,19.452
2021,AR,618,20.613
2021,CA,4148,10.141
2021,CO,1384,22.79
2021,CT,401,9.976
2021,DE,137,13.642
2021,FL,3351,14.021
2021,GA,1676,15.25
2021,HI,202,13.652
2021,ID,387,20.495
2021,IL,1454,11.113
2021,IN,1129,16.438
2021,IA,549,17.454
2021,KS,560,19.373
2021,KY,816,17.891
2021,LA,689,14.849
2021,ME,277,19.479
2021,MD,620,9.708
2021,MA,604,7.973
2021,MI,1485,14.262
2021,MN,808,13.929
2021,MS,480,16.172
2021,MO,1177,18.715
2021,MT,350,31.973
2021,NE,288,14.969
2021,NV,691,21.478
2021,NH,223,15.074
2021,NJ,688,7.066
2021,NM,533,25.016
2021,NY,1660,7.941
2021,NC,1448,13.232
2021,ND,156,20.818
2021,OH,1766,14.65
2021,OK,877,22.149
2021,OR,889,19.537
2021,PA,1885,13.944
2021,RI,117,10.312
2021,SC,802,15.166
2021,SD,203,23.241
2021,TN,1222,17.019
2021,TX,4193,14.183
2021,UT,643,20.105
2021,VT,142,20.284
2021,VA,1188,13.229
2021,WA,1229,15.272
2021,WV,375,20.627
2021,WI,905,15.065
2021,WY,190,32.336
2022,AL,840,16.251
2022,AK,200,27.629
2022,AZ,1603,20.568
2022,AR,547,18.007
2022,CA,4312,10.43
2022,CO,1293,21.105
2022,CT,398,10.554
2022,DE,130,11.354
2022,FL,3446,14.081
2022,GA,1624,14.629
2022,HI,246,16.649
2022,ID,444,22.174
2022,IL,1533,11.713
2022,IN,1152,16.415
2022,IA,590,18.483
2022,KS,596,20.522
2022,KY,823,18.025
2022,LA,726,15.554
2022,ME,268,17.683
2022,MD,608,9.464
2022,MA,626,8.284
2022,MI,1503,14.672
2022,MN,860,14.799
2022,MS,417,13.953
2022,MO,1219,19.109
2022,MT,329,28.701
2022,NE,306,15.635
2022,NV,698,20.995
2022,NH,247,16.617
2022,NJ,769,7.65
2022,NM,525,24.689
2022,NY,1765,8.505
2022,NC,1614,14.419
2022,ND,169,22.515
2022,OH,1798,14.983
2022,OK,857,21.421
2022,OR,883,19.304
2022,PA,1955,14.208
2022,RI,126,10.565
2022,SC,853,15.357
2022,SD,192,21.583
2022,TN,1245,16.689
2022,TX,4368,14.419
2022,UT,718,22.07
2022,VT,128,18.008
2022,VA,1208,13.342
2022,WA,1243,14.886
2022,WV,353,18.333
2022,WI,924,15.141
2022,WY,155,25.579
2023,AL,869,16.801
2023,AK,206,28.154
2023,AZ,1506,19.219
2023,AR,626,20.232
2023,CA,4200,10.158
2023,CO,1297,20.885
2023,CT,356,9.101
2023,DE,144,12.812
2023,FL,3620,14.377
2023,GA,1670,14.772
2023,HI,223,15.276
2023,ID,460,23.284
2023,IL,1567,11.878
2023,IN,1187,17
2023,IA,504,15.54
2023,KS,569,19.555
2023,KY,813,17.466
2023,LA,719,15.557
2023,ME,274,18.47
2023,MD,599,9.262
2023,MA,658,8.583
2023,MI,1529,14.927
2023,MN,812,13.832
2023,MS,457,15.528
2023,MO,1143,18.001
2023,MT,310,26.646
2023,NE,284,14.47
2023,NV,690,20.308
2023,NH,221,14.562
2023,NJ,709,7.188
2023,NM,489,22.763
2023,NY,1717,8.297
2023,NC,1597,14.251
2023,ND,142,17.753
2023,OH,1792,14.731
2023,OK,893,21.785
2023,OR,888,19.41
2023,PA,1976,14.315
2023,RI,112,9.412
2023,SC,818,14.685
2023,SD,181,20.662
2023,TN,1279,17.339
2023,TX,4382,14.245
2023,UT,706,21.51
2023,VT,125,17.849
2023,VA,1243,13.6
2023,WA,1287,15.701
2023,WV,349,18.569
2023,WI,920,14.972
2023,WY,157,26.307